@relation NoLatd6_sum

@attribute RCC1 numeric
@attribute RCC2 numeric
@attribute RCC3 numeric
@attribute RCC4 numeric
@attribute RCC5 numeric
@attribute RCC6 numeric
@attribute RCC7 numeric
@attribute RCC8 numeric
@attribute RCC9 numeric
@attribute RCC10 numeric
@attribute RCC11 numeric
@attribute RCC12 numeric
@attribute RCC13 numeric
@attribute RCC14 numeric
@attribute RCC15 numeric
@attribute RCC16 numeric
@attribute RCC17 numeric
@attribute RCC18 numeric
@attribute RCC19 numeric
@attribute RCC20 numeric
@attribute RCC21 numeric
@attribute RCC22 numeric
@attribute RCC23 numeric
@attribute RCC24 numeric
@attribute RCC25 numeric
@attribute RCC26 numeric
@attribute Class {P,N}

@data

2,0,5,2,1,0,2,3,3,4,0,0,0,1,0,0,2,9,2,0,1,1,0,0,0,0,N
11,62,17,1,14,8,26,11,0,0,0,0,0,2,39,0,0,0,0,0,0,0,0,0,0,0,N
2,7,14,1,6,1,30,7,0,0,4,2,7,46,15,0,0,0,0,0,0,0,0,4,12,40,N
1,0,0,4,2,0,1,0,16,23,2,1,4,1,1,18,37,17,26,9,16,3,2,5,1,11,N
13,9,13,1,15,6,74,12,0,0,12,8,10,82,24,0,0,0,0,0,5,1,0,7,30,87,N
3,0,8,1,9,1,4,10,0,5,6,10,8,20,6,0,0,1,2,2,11,7,2,7,11,14,N
0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,16,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,10,0,1,1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N
0,0,15,0,0,0,2,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,N
0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,8,0,1,0,6,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,N
0,0,11,0,1,0,6,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,N
1,1,1,0,1,1,6,2,0,1,10,10,3,16,5,0,0,3,1,3,4,4,0,13,14,14,N
2,2,5,1,4,0,0,3,0,0,3,9,5,0,5,0,0,2,2,5,4,3,0,11,3,6,N
6,2,18,0,2,1,28,5,0,0,3,5,6,18,4,0,0,0,1,2,4,2,0,7,11,10,N
3,2,8,0,1,0,4,17,0,0,0,3,0,2,7,0,0,0,0,0,0,0,0,0,1,46,N
3,1,20,0,3,0,2,7,0,1,0,3,4,4,7,0,0,0,0,1,0,1,0,0,1,46,N
4,1,9,0,3,1,4,16,0,0,0,1,2,0,1,0,0,0,0,0,2,0,0,1,0,45,N
6,2,8,1,7,1,5,9,0,0,0,1,1,8,3,0,0,0,0,0,0,0,0,0,1,53,N
2,0,11,0,8,0,7,7,0,2,2,3,4,4,2,0,0,0,0,1,0,1,2,0,0,43,N
7,19,68,0,6,28,166,22,0,0,8,2,2,50,8,0,0,0,0,0,0,0,0,1,7,2,N
4,4,22,1,4,5,37,16,0,0,7,4,3,24,3,0,0,0,0,1,1,1,0,2,11,1,N
3,1,33,2,6,3,42,12,0,0,8,4,2,30,3,0,0,0,0,0,0,0,0,1,13,0,N
8,4,20,0,5,3,34,11,0,0,4,5,2,32,2,0,0,0,0,0,0,1,0,2,15,0,N
7,4,20,0,6,4,39,14,0,0,6,5,1,36,3,0,0,0,0,0,0,0,0,0,13,1,N
3,2,18,0,9,7,77,9,0,2,3,9,3,46,10,0,0,0,0,1,2,1,0,0,13,10,N
7,12,50,0,0,11,65,12,0,1,3,0,3,25,3,0,0,0,0,0,0,0,0,1,3,14,N
3,0,1,0,14,0,6,4,0,1,0,2,3,8,2,0,0,0,0,1,0,0,0,0,4,9,N
1,0,0,0,7,0,1,5,0,0,1,2,2,1,6,0,0,1,4,0,2,0,2,2,0,1,N
0,0,11,0,0,0,2,3,0,0,1,0,0,1,36,0,0,0,0,0,0,0,0,0,0,24,N
11,5,88,0,8,8,60,16,0,0,2,2,2,35,54,0,0,0,0,0,0,0,0,0,2,30,N
11,6,7,1,15,4,18,22,1,9,24,23,25,35,25,0,0,3,2,9,11,10,2,27,21,39,N
12,9,35,1,17,2,49,17,0,2,9,5,9,42,25,0,0,0,0,1,5,2,3,6,17,78,N
10,9,33,0,11,2,53,18,0,2,10,6,9,44,21,0,0,0,0,0,4,1,2,5,19,77,N
13,8,36,1,22,1,67,21,0,3,14,9,10,50,21,0,0,0,0,0,4,3,2,5,18,77,N
0,0,11,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,N
8,15,38,2,17,0,62,18,0,1,17,10,15,48,21,0,0,0,0,0,3,2,0,6,17,79,N
0,0,11,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,N
5,3,17,0,5,2,4,1,0,2,6,2,8,7,20,0,0,0,2,0,3,1,0,4,0,73,N
7,3,23,0,5,0,34,5,0,1,1,4,6,20,9,0,0,0,0,0,1,0,0,0,6,28,N
12,18,81,1,20,9,152,48,0,0,8,10,13,103,51,0,0,0,0,0,7,3,3,3,34,210,N
7,6,13,0,9,0,13,12,0,0,2,4,3,7,14,0,0,0,0,0,1,0,0,1,2,141,N
9,5,16,0,11,1,14,7,0,0,3,2,5,7,12,0,0,0,0,0,0,0,0,1,2,148,N
8,5,11,0,12,1,12,13,0,0,2,3,4,7,10,0,0,0,0,0,0,0,0,0,2,146,N
2,3,15,0,3,1,11,5,0,0,1,2,0,9,13,0,0,0,0,0,1,0,0,0,5,30,N
11,6,9,0,9,1,12,8,0,0,2,2,5,7,11,0,0,0,0,0,0,0,0,0,2,151,N
9,5,2,1,15,2,3,7,0,1,4,6,13,4,6,0,0,0,0,0,5,2,0,5,1,63,N
14,2,2,1,23,0,3,11,0,2,4,7,10,3,9,0,0,0,0,1,7,0,0,2,0,41,N
11,7,19,0,10,1,11,10,0,0,2,3,3,6,11,0,0,0,0,0,0,0,0,1,2,145,N
7,5,29,1,13,2,49,14,0,2,11,6,7,29,14,0,0,0,0,0,3,0,0,4,17,83,N
0,0,7,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,N
0,0,5,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29,N
0,0,2,0,0,0,1,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,33,N
8,6,37,1,14,3,58,18,0,1,13,7,11,28,15,0,0,0,0,1,2,0,0,3,17,82,N
6,5,8,6,22,1,7,11,0,11,18,18,16,2,8,0,0,4,14,13,21,7,5,15,0,17,N
8,9,5,4,32,2,6,13,0,6,18,14,21,30,15,0,0,4,6,5,20,8,2,21,19,35,N
