@relation Latd6_sum

@attribute RCC1 numeric
@attribute RCC2 numeric
@attribute RCC3 numeric
@attribute RCC4 numeric
@attribute RCC5 numeric
@attribute RCC6 numeric
@attribute RCC7 numeric
@attribute RCC8 numeric
@attribute RCC9 numeric
@attribute RCC10 numeric
@attribute RCC11 numeric
@attribute RCC12 numeric
@attribute RCC13 numeric
@attribute RCC14 numeric
@attribute RCC15 numeric
@attribute RCC16 numeric
@attribute RCC17 numeric
@attribute RCC18 numeric
@attribute RCC19 numeric
@attribute RCC20 numeric
@attribute RCC21 numeric
@attribute RCC22 numeric
@attribute RCC23 numeric
@attribute RCC24 numeric
@attribute RCC25 numeric
@attribute RCC26 numeric
@attribute Class {P,N}

@data

2,0,6,2,1,0,1,0,3,4,0,0,0,2,1,0,2,9,2,0,1,1,0,0,0,0,N
0,0,1,1,2,0,0,2,21,6,1,1,2,0,0,2,35,10,30,8,14,2,2,3,0,1,N
1,0,2,1,1,0,0,2,2,4,1,0,1,0,0,0,4,6,10,5,4,2,0,0,1,0,N
4,2,2,3,13,1,4,3,1,28,10,15,13,6,13,0,3,13,12,16,22,9,4,33,3,12,N
41,14,10,17,83,4,73,12,0,4,38,7,22,114,105,0,0,1,2,0,7,1,1,4,13,4,N
8,16,64,1,6,17,90,17,0,1,4,1,0,27,14,0,0,0,0,0,0,0,0,1,3,6,N
4,3,57,0,3,6,21,8,0,0,1,0,0,10,27,0,0,0,0,0,0,0,0,0,0,11,N
5,0,20,1,9,3,33,6,0,0,5,1,7,24,8,0,0,0,0,0,2,0,0,2,4,38,N
0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,7,0,0,0,0,4,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,N
1,0,1,2,7,0,1,0,4,11,5,0,3,2,10,4,13,18,5,6,11,5,0,4,6,2,N
6,5,3,5,27,11,26,5,0,1,5,4,4,25,16,0,1,1,1,0,0,1,0,0,1,0,N
1,1,9,1,20,1,8,5,1,11,8,6,9,3,37,0,1,1,3,3,4,5,0,1,1,9,N
9,0,15,2,15,4,7,6,0,1,0,5,1,4,51,0,0,0,0,0,0,0,0,0,0,0,N
2,0,5,9,18,2,9,3,0,9,11,3,12,11,47,0,0,0,1,0,0,4,1,0,0,6,N
3,0,11,2,18,0,6,4,0,7,12,4,14,3,22,0,2,4,4,6,5,6,2,1,1,18,N
26,19,13,14,54,22,125,6,0,6,43,26,25,157,13,0,0,3,0,1,17,2,0,5,18,1,N
6,0,6,6,10,1,6,9,4,11,20,6,7,26,1,0,1,11,7,4,32,3,3,9,20,0,N
0,0,7,0,0,0,0,8,0,0,0,0,1,0,32,0,0,0,0,0,0,0,0,0,0,1,N
3,3,24,4,13,8,32,9,1,3,10,9,7,28,1,0,0,0,1,0,6,1,0,0,11,0,N
9,4,14,1,6,6,38,10,0,6,15,9,7,38,1,0,0,0,1,0,3,0,0,0,8,0,N
3,7,21,4,12,11,34,9,0,4,11,7,5,29,0,0,0,0,1,0,6,1,0,1,11,0,N
7,2,24,4,9,8,40,9,0,3,9,8,6,36,1,0,1,2,2,0,5,0,0,1,10,0,N
12,4,11,2,32,7,81,7,0,2,11,10,3,62,18,0,0,1,0,1,2,0,0,0,11,0,N
14,7,11,3,19,9,73,9,1,2,13,7,7,63,13,0,0,0,1,0,3,3,1,0,11,3,N
