@relation Latd7_sum

@attribute RCC1 numeric
@attribute RCC2 numeric
@attribute RCC3 numeric
@attribute RCC4 numeric
@attribute RCC5 numeric
@attribute RCC6 numeric
@attribute RCC7 numeric
@attribute RCC8 numeric
@attribute RCC9 numeric
@attribute RCC10 numeric
@attribute RCC11 numeric
@attribute RCC12 numeric
@attribute RCC13 numeric
@attribute RCC14 numeric
@attribute RCC15 numeric
@attribute RCC16 numeric
@attribute RCC17 numeric
@attribute RCC18 numeric
@attribute RCC19 numeric
@attribute RCC20 numeric
@attribute RCC21 numeric
@attribute RCC22 numeric
@attribute RCC23 numeric
@attribute RCC24 numeric
@attribute RCC25 numeric
@attribute RCC26 numeric
@attribute Class {P,N}

@data

5,4,30,1,1,6,46,11,0,0,1,1,0,8,38,0,0,0,0,0,0,0,0,0,0,8,N
16,2,8,16,24,0,23,8,3,23,60,15,20,54,4,0,2,17,9,9,50,6,1,12,33,22,N
0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,14,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,N
0,1,7,0,0,0,2,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,N
0,1,14,0,0,0,2,4,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,N
0,1,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,12,0,0,0,1,3,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,1,1,0,N
3,0,0,1,0,0,4,1,4,4,9,6,7,2,0,1,1,8,6,1,26,1,0,4,14,8,N
0,0,0,0,1,0,0,0,0,1,3,0,0,1,1,0,0,0,2,3,0,0,0,1,0,9,N
0,0,5,5,4,0,5,2,12,9,14,1,1,2,4,0,5,11,6,4,16,3,0,7,11,0,N
8,1,8,17,12,0,11,2,2,22,28,4,8,43,10,0,4,9,9,5,21,5,1,5,25,45,N
2,0,6,2,3,0,3,1,0,9,5,5,10,3,9,0,2,7,7,9,9,1,2,2,2,35,N
0,0,10,3,9,1,5,4,3,13,5,1,9,0,6,0,0,6,7,6,6,10,3,0,0,29,N
3,1,3,6,5,1,7,2,2,11,7,6,7,2,4,0,3,3,12,1,7,2,2,1,0,35,N
0,1,1,1,4,0,1,0,3,24,2,8,10,7,7,0,3,10,21,8,13,3,4,1,4,32,N
0,0,8,0,4,0,3,2,1,6,5,2,5,3,1,0,5,12,14,8,11,6,2,1,0,25,N
15,3,3,30,31,5,42,2,5,37,120,15,37,127,6,1,4,25,10,19,94,11,5,31,70,9,N
0,0,3,1,3,0,1,4,4,8,9,3,5,7,4,1,13,11,9,6,15,2,0,10,7,1,N
0,0,4,0,0,0,1,1,0,1,1,2,1,0,9,0,0,0,0,0,0,1,0,0,0,29,N
5,3,16,1,3,3,16,8,0,7,18,8,8,33,1,1,3,9,8,6,25,5,1,5,15,3,N
4,3,9,3,5,3,15,3,0,7,17,8,6,38,2,0,0,5,5,5,23,2,0,7,20,1,N
4,1,8,1,8,2,17,6,0,9,21,11,3,38,2,0,0,6,5,4,20,2,1,5,18,3,N
5,6,14,3,7,6,22,3,2,9,12,11,7,26,2,0,0,8,8,5,23,3,1,7,17,4,N
3,1,13,1,7,2,16,5,0,11,19,14,5,36,0,0,0,7,6,1,18,3,1,6,18,3,N
20,3,2,13,19,4,32,2,2,9,46,12,10,83,4,0,0,4,2,3,20,8,0,6,20,11,N
11,3,4,10,15,1,23,2,0,5,48,14,7,86,3,0,0,6,2,7,27,8,1,9,23,4,N
48,10,16,81,185,4,69,13,9,133,222,62,127,124,56,0,9,34,45,35,128,33,8,36,94,323,N
3,0,0,1,15,1,5,1,0,6,3,2,7,8,3,0,0,0,1,3,4,3,0,3,5,57,N
0,0,1,0,0,0,1,0,0,4,0,0,3,2,2,0,0,0,2,0,7,3,1,0,0,31,N
0,0,1,0,2,0,0,0,0,2,0,0,4,1,1,1,1,7,5,5,2,2,0,1,0,30,N
1,0,1,0,8,0,0,0,0,4,3,1,8,1,7,0,0,1,4,3,4,0,1,1,0,51,N
21,4,3,34,58,1,38,4,5,49,70,27,34,43,28,0,2,17,9,20,61,12,5,14,37,65,N
25,4,8,29,54,0,40,7,5,31,68,20,29,35,27,0,0,11,10,14,53,11,3,13,33,63,N
23,1,6,31,38,3,32,7,6,42,65,14,26,36,22,0,2,14,10,16,58,14,6,12,26,65,N
21,3,4,28,44,1,36,4,2,38,69,19,33,42,22,0,0,9,4,10,47,13,6,11,28,66,N
20,5,10,24,54,0,35,9,8,48,87,27,26,54,14,0,0,15,14,16,45,11,4,13,33,61,N
0,0,9,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,N
14,1,10,44,55,2,41,4,3,49,76,33,41,39,15,2,5,17,12,20,44,13,1,13,37,67,N
0,0,6,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,N
9,0,12,7,36,2,8,2,1,22,9,7,23,3,12,0,3,1,6,7,6,9,0,2,2,67,N
12,6,12,4,17,2,23,3,1,7,14,9,6,34,10,0,0,2,2,2,10,1,0,3,10,26,N
65,23,15,58,160,11,124,28,0,38,109,40,51,145,54,1,1,13,6,14,58,17,2,16,74,196,N
66,16,27,46,148,11,99,23,4,48,114,30,59,121,72,0,4,27,10,12,71,26,7,18,87,172,N
18,3,9,19,65,0,11,9,0,20,20,8,30,6,17,0,0,2,3,0,21,3,1,1,3,133,N
22,1,3,27,69,1,14,5,0,22,23,7,31,6,15,0,0,0,4,3,28,2,2,1,4,144,N
22,2,3,21,63,0,14,10,0,27,18,7,28,4,12,0,0,2,4,3,23,3,0,1,4,142,N
1,0,7,9,18,1,7,1,0,5,13,4,3,6,11,0,0,3,4,0,8,3,0,4,12,34,N
26,4,1,18,54,0,12,4,0,26,19,6,28,5,10,0,0,0,2,4,22,7,2,1,4,148,N
20,3,2,20,52,0,11,2,0,20,26,10,31,5,16,0,0,0,3,2,12,0,0,0,4,121,N
20,0,1,24,63,1,10,3,0,27,17,5,28,3,12,0,0,0,4,3,19,3,1,1,0,137,N
25,3,7,19,55,0,12,6,1,23,28,7,36,4,11,0,0,2,4,2,22,2,1,1,3,143,N
13,8,8,20,40,2,33,4,5,44,64,10,30,31,11,0,5,15,10,20,30,5,1,9,25,70,N
16,10,6,24,47,3,23,2,5,42,60,10,27,35,13,0,2,17,10,17,32,4,0,8,20,67,N
15,10,5,27,47,4,26,1,6,38,57,8,26,36,12,0,2,18,11,15,31,3,1,8,21,72,N
11,10,9,22,44,2,15,1,5,46,51,11,29,40,11,0,2,19,10,17,29,4,1,8,23,73,N
0,0,5,0,0,0,3,1,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,29,N
0,0,4,0,1,0,2,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,27,N
0,0,2,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,32,N
9,6,13,16,47,1,25,1,6,56,62,13,33,39,15,0,2,21,12,17,38,6,0,9,22,69,N
11,7,9,26,47,3,33,2,3,48,71,15,36,31,15,0,0,12,9,19,36,9,2,8,21,76,N
13,10,7,30,54,3,31,7,5,39,70,12,32,39,11,0,0,11,16,16,35,7,3,8,23,90,N
8,5,5,32,55,4,27,6,3,42,61,17,31,44,11,0,1,13,13,15,33,10,1,12,25,73,N
13,7,11,24,45,1,21,5,4,50,70,13,36,44,12,0,0,8,12,17,31,7,3,8,22,88,N
7,0,4,10,33,1,33,3,2,17,63,10,7,112,11,0,2,6,5,1,41,10,2,4,45,13,N
