@relation NoLatd10_sum

@attribute RCC1 numeric
@attribute RCC2 numeric
@attribute RCC3 numeric
@attribute RCC4 numeric
@attribute RCC5 numeric
@attribute RCC6 numeric
@attribute RCC7 numeric
@attribute RCC8 numeric
@attribute RCC9 numeric
@attribute RCC10 numeric
@attribute RCC11 numeric
@attribute RCC12 numeric
@attribute RCC13 numeric
@attribute RCC14 numeric
@attribute RCC15 numeric
@attribute RCC16 numeric
@attribute RCC17 numeric
@attribute RCC18 numeric
@attribute RCC19 numeric
@attribute RCC20 numeric
@attribute RCC21 numeric
@attribute RCC22 numeric
@attribute RCC23 numeric
@attribute RCC24 numeric
@attribute RCC25 numeric
@attribute RCC26 numeric
@attribute Class {P,N}

@data

1,2,0,7,3,0,1,1,9,21,5,1,5,0,1,1,5,7,17,6,6,1,0,1,1,0,N
0,0,0,4,0,0,0,4,2,3,1,0,1,0,5,3,3,1,1,2,0,4,0,1,0,3,N
0,0,0,4,2,0,0,6,1,1,1,1,1,0,4,1,1,2,2,1,0,0,0,0,0,1,N
0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,2,N
0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,5,N
0,0,0,0,0,0,0,3,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,4,N
0,0,0,0,0,0,0,7,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,5,N
0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,N
0,0,0,0,0,0,0,4,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,3,N
0,0,0,0,0,0,0,6,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,6,N
6,5,1,5,26,11,25,3,0,1,5,4,4,24,13,0,1,1,1,0,0,3,0,0,1,0,N
0,0,0,0,0,0,0,1,0,1,3,4,1,0,7,0,0,1,0,1,0,2,0,1,0,1,N
0,0,0,1,2,0,1,5,1,4,0,2,1,1,2,0,0,1,8,0,4,1,2,0,0,0,N
0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,2,1,1,0,2,1,0,0,0,5,N
0,0,0,0,1,0,0,1,4,9,1,0,2,0,3,0,3,2,2,1,0,2,0,0,0,3,N
0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,3,0,2,0,0,0,0,0,0,0,N
0,0,0,2,2,0,0,1,0,6,0,2,2,0,4,0,0,1,7,0,0,1,0,1,0,1,N
0,0,0,0,0,0,0,3,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,6,N
1,0,0,0,0,0,0,0,0,0,1,1,1,0,8,0,1,2,1,0,2,2,0,2,1,0,N
9,1,0,10,10,0,0,4,6,42,9,6,14,1,2,0,37,25,82,16,16,7,8,5,1,1,N
5,1,0,4,1,1,1,1,2,13,4,2,2,0,1,2,22,8,35,6,16,12,2,3,0,0,N
2,0,0,3,4,0,0,1,5,22,3,1,1,0,1,0,13,9,25,5,11,5,2,1,1,1,N
1,0,0,2,2,0,1,0,2,18,2,3,1,0,0,0,19,14,25,7,11,7,2,0,1,1,N
1,0,0,3,6,0,1,2,3,14,8,3,4,2,6,1,12,14,28,6,12,6,1,1,0,2,N
0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,N
1,0,0,4,2,0,1,1,5,12,6,1,6,0,5,1,16,10,19,12,4,6,0,2,0,3,N
0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,1,N
0,0,0,0,3,0,0,2,3,2,0,0,0,0,4,0,8,1,3,1,2,2,1,1,0,0,N
0,0,0,1,3,0,0,4,4,8,5,0,1,0,7,1,5,4,5,6,3,1,0,2,0,0,N
4,0,0,8,9,1,5,2,6,28,16,16,19,2,7,1,21,29,45,28,31,19,4,9,3,5,N
2,0,0,1,4,0,0,4,4,6,0,0,5,0,0,1,13,12,27,0,11,2,4,0,0,0,N
0,0,0,0,1,0,0,0,4,11,3,0,8,0,1,1,15,8,34,3,5,3,1,0,0,4,N
0,1,0,1,3,0,0,0,3,4,1,0,4,0,1,1,13,9,25,2,7,1,4,0,0,3,N
0,0,0,0,0,0,0,1,0,0,2,0,0,0,3,0,3,2,7,1,3,1,0,1,0,5,N
0,2,0,0,1,0,0,2,4,9,1,1,5,0,1,0,11,9,29,2,9,1,3,0,0,1,N
1,0,0,1,2,0,1,2,4,8,3,4,5,0,3,0,16,6,17,8,16,6,3,3,1,4,N
1,0,0,0,1,0,0,0,7,10,0,3,4,0,5,1,12,7,19,5,10,9,1,2,0,4,N
1,0,0,1,1,0,0,1,6,10,1,3,2,0,2,3,11,11,17,5,13,4,2,2,0,4,N
3,0,0,1,0,0,1,1,5,10,1,7,9,3,6,1,10,6,13,9,11,6,1,2,1,6,N
0,0,0,1,1,0,0,3,5,11,2,5,8,1,4,1,15,10,27,9,15,6,3,3,1,7,N
3,0,0,1,0,0,0,0,5,7,2,5,4,0,3,3,13,10,15,4,8,7,2,4,2,5,N
0,0,0,4,2,0,1,0,7,14,4,1,8,0,3,0,11,6,14,5,10,6,1,3,1,4,N
0,0,0,1,4,0,0,1,6,17,6,4,5,2,1,1,15,9,13,6,8,2,3,1,0,2,N
1,0,0,4,3,0,2,2,6,11,2,1,6,1,4,1,10,8,14,5,7,8,3,1,0,4,N
0,0,0,3,3,0,0,1,1,4,0,1,2,0,0,1,5,2,9,5,5,2,0,0,0,3,N
2,0,0,2,3,0,0,0,4,2,1,2,2,0,0,1,6,3,12,5,6,1,0,3,0,3,N
1,0,0,7,3,0,0,0,2,7,0,1,5,0,1,0,7,1,9,5,8,1,0,2,0,3,N
2,0,0,2,4,0,0,2,5,8,2,2,2,0,3,1,4,2,10,6,6,0,1,1,0,3,N
1,0,0,1,1,0,0,0,4,8,2,3,4,0,1,1,2,5,11,8,7,1,1,2,0,3,N
1,0,0,6,4,0,0,0,2,4,2,1,1,0,0,0,10,5,14,5,7,0,0,2,0,3,N
2,0,0,4,2,0,0,0,2,9,2,2,6,0,0,0,8,4,6,6,10,1,2,2,0,3,N
2,0,0,5,4,0,0,3,2,8,0,4,3,0,0,0,8,3,7,5,7,0,2,2,1,4,N
2,0,0,0,4,0,0,0,4,7,1,1,6,0,0,1,3,2,9,2,1,2,0,3,1,2,N
0,0,0,3,4,0,0,2,3,9,1,2,3,0,1,1,4,3,10,4,7,1,0,3,0,4,N
1,0,0,1,1,1,0,1,3,12,0,0,4,0,3,2,13,6,11,6,3,2,0,1,0,2,N
2,0,0,3,2,0,0,3,2,7,3,2,3,0,4,4,10,3,9,2,8,0,0,1,0,4,N
0,0,0,2,1,0,0,3,2,6,1,0,1,0,6,0,5,1,7,1,4,3,0,0,0,5,N
0,0,0,3,2,0,0,4,2,4,0,0,1,0,1,0,11,2,11,2,5,3,0,1,0,6,N
0,0,0,2,2,0,0,5,1,6,3,1,1,0,0,0,11,2,17,3,7,2,1,1,0,8,N
0,0,0,1,2,0,0,3,1,4,3,0,4,0,3,0,9,1,8,1,4,2,0,0,0,5,N
0,1,0,0,0,0,0,0,1,2,2,1,2,1,4,1,7,4,7,0,3,2,0,0,0,0,N
0,0,0,0,2,0,1,0,2,7,0,0,4,0,2,0,4,2,10,2,2,3,0,1,0,7,N
1,1,0,0,0,0,0,5,0,1,3,5,2,2,7,0,0,2,0,3,7,6,1,1,2,5,N
1,0,0,2,1,0,0,2,2,5,1,2,0,0,5,0,7,14,6,4,2,10,1,1,0,0,N
1,0,0,4,4,0,0,5,2,7,1,1,1,1,9,1,2,5,3,10,4,10,1,1,0,1,N
0,0,0,0,0,0,0,4,0,0,1,4,2,0,2,0,0,4,0,2,10,6,1,2,3,0,N
0,0,0,0,1,1,0,5,0,0,1,3,1,0,4,0,0,4,1,1,8,5,2,3,2,1,N
0,0,0,0,0,0,0,4,0,0,1,2,2,0,9,0,0,3,2,1,8,4,2,3,3,2,N
1,0,0,0,1,0,0,0,0,2,1,1,0,1,9,0,1,0,1,2,3,3,0,2,0,0,N
0,0,0,0,0,0,0,3,0,1,1,0,1,1,6,0,2,3,5,0,0,4,0,1,1,3,N
2,0,0,2,2,0,0,7,0,1,0,1,0,1,2,0,1,1,2,3,2,2,1,1,0,2,N
0,0,0,0,0,0,0,0,0,4,0,3,2,0,10,0,0,0,2,0,2,1,2,0,0,8,N
