@relation NoLatd7_sum

@attribute RCC1 numeric
@attribute RCC2 numeric
@attribute RCC3 numeric
@attribute RCC4 numeric
@attribute RCC5 numeric
@attribute RCC6 numeric
@attribute RCC7 numeric
@attribute RCC8 numeric
@attribute RCC9 numeric
@attribute RCC10 numeric
@attribute RCC11 numeric
@attribute RCC12 numeric
@attribute RCC13 numeric
@attribute RCC14 numeric
@attribute RCC15 numeric
@attribute RCC16 numeric
@attribute RCC17 numeric
@attribute RCC18 numeric
@attribute RCC19 numeric
@attribute RCC20 numeric
@attribute RCC21 numeric
@attribute RCC22 numeric
@attribute RCC23 numeric
@attribute RCC24 numeric
@attribute RCC25 numeric
@attribute RCC26 numeric
@attribute Class {P,N}

@data

1,0,3,15,13,0,1,5,14,23,22,3,12,0,2,1,20,31,24,15,34,15,3,7,7,8,N
5,6,24,0,2,1,44,10,0,0,0,1,0,9,36,0,0,0,0,0,0,0,0,0,0,7,N
4,4,30,1,1,6,46,11,0,0,1,1,0,8,38,0,0,0,0,0,0,0,0,0,0,8,N
9,7,9,2,17,2,67,5,0,0,10,11,8,87,21,0,0,1,0,0,8,2,2,5,24,87,N
26,102,25,4,48,46,41,22,0,0,2,3,3,7,78,0,0,0,0,0,0,0,0,0,0,1,N
8,2,3,4,25,4,15,10,0,15,33,26,25,49,11,0,0,6,2,4,22,7,1,28,58,43,N
5,5,32,1,9,6,59,11,0,1,11,11,5,61,7,0,0,0,0,2,6,1,0,2,19,24,N
0,0,3,0,0,0,0,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,2,N
0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,8,0,0,0,0,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,N
0,0,5,0,0,0,1,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1,1,1,N
0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N
2,3,10,0,1,0,14,1,0,3,9,7,2,26,7,0,0,0,1,3,2,1,0,4,14,10,N
0,1,1,4,6,0,8,14,0,2,11,7,2,16,2,0,0,0,0,3,1,1,0,10,16,3,N
0,0,2,0,2,0,2,12,0,4,7,4,3,11,6,0,0,3,2,3,10,0,1,11,16,4,N
7,1,8,1,14,1,3,6,0,3,12,12,4,35,6,0,0,1,0,2,7,2,0,13,25,16,N
2,3,6,0,4,0,1,14,0,3,3,3,6,1,5,0,0,0,2,1,2,5,1,0,0,14,N
4,2,3,0,1,1,0,6,0,1,1,5,4,0,5,0,0,0,2,0,1,0,0,3,0,9,N
2,1,1,1,2,0,1,10,0,8,1,6,9,4,2,0,1,1,2,1,1,1,2,3,5,26,N
0,0,3,2,6,1,0,7,0,3,4,10,3,3,1,0,0,3,2,6,9,3,0,1,0,10,N
5,9,0,1,13,3,36,5,0,2,28,27,8,99,6,0,0,9,5,8,28,12,6,68,82,13,N
0,0,2,2,12,2,8,16,0,1,8,20,4,28,6,0,0,0,5,3,8,5,0,6,19,4,N
0,0,2,0,0,0,1,1,0,1,0,2,1,0,7,0,0,0,0,0,0,1,0,0,0,7,N
1,1,12,0,4,2,3,13,0,4,11,23,7,30,5,1,0,4,5,3,12,3,0,15,17,3,N
1,1,5,2,7,2,5,15,0,6,15,21,6,38,1,0,0,2,0,1,7,2,0,10,13,3,N
1,0,3,0,9,1,7,15,0,4,12,22,9,37,3,0,0,1,0,3,4,3,0,8,13,4,N
3,4,0,3,6,4,13,19,0,7,16,19,7,28,5,0,0,2,3,1,7,1,0,7,14,3,N
2,1,2,0,7,1,5,23,0,2,12,17,12,37,3,0,0,1,2,2,7,4,0,9,14,4,N
4,4,3,2,5,2,21,8,0,0,10,33,10,42,10,0,0,1,0,3,4,4,0,19,35,9,N
4,2,6,1,4,1,13,4,0,1,24,22,5,48,10,0,0,3,0,6,8,5,1,21,34,4,N
3,0,0,0,14,0,1,2,0,1,0,3,3,4,2,0,0,0,0,1,0,1,0,4,5,10,N
1,0,3,0,7,0,0,4,0,0,1,2,2,2,7,0,0,1,4,0,2,0,2,1,0,1,N
0,0,12,0,0,0,2,3,0,0,0,0,0,1,43,0,0,0,0,0,0,0,0,0,0,16,N
11,5,88,0,8,8,58,16,0,0,2,2,2,30,54,0,0,0,0,0,0,0,0,1,5,29,N
11,6,6,1,15,4,18,23,1,9,24,23,25,35,24,0,0,3,2,9,11,10,1,27,21,37,N
10,7,0,3,18,1,17,27,0,8,19,24,21,31,20,0,0,3,1,8,12,9,4,28,26,31,N
14,11,7,2,21,1,16,26,0,12,36,24,15,40,14,0,0,4,5,10,15,12,3,26,25,35,N
0,0,6,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,N
0,0,5,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,N
9,2,6,0,30,3,5,7,0,5,3,5,10,1,12,0,0,0,1,1,5,9,1,3,1,24,N
4,3,11,2,10,1,14,7,0,2,6,19,5,12,4,0,1,3,2,6,10,5,1,12,13,23,N
10,8,1,0,19,0,4,17,0,3,2,6,12,6,7,0,0,1,0,1,8,1,0,4,0,86,N
2,3,0,0,10,0,4,12,0,0,2,7,2,3,12,0,0,0,0,2,2,0,0,7,4,11,N
9,7,0,0,16,0,5,12,0,2,4,6,16,6,10,0,0,0,0,1,6,1,0,3,1,43,N
14,2,0,1,23,0,3,12,0,2,4,8,10,2,9,0,0,0,0,1,7,0,0,2,0,36,N
14,6,2,1,25,0,5,15,0,2,5,5,7,5,12,0,0,0,0,1,7,2,1,5,3,42,N
6,8,3,3,33,1,14,19,1,6,9,14,15,29,10,0,1,2,2,8,10,5,1,16,23,27,N
9,9,4,2,28,0,7,20,1,5,13,12,19,26,10,0,2,3,5,2,17,8,1,19,20,28,N
8,9,5,2,23,0,6,15,1,6,17,10,18,26,10,0,2,2,5,2,14,6,2,18,21,25,N
6,9,4,3,29,0,5,18,1,6,11,13,16,29,14,0,1,4,5,3,14,4,1,18,22,26,N
2,1,7,2,12,0,4,8,3,23,12,6,14,3,5,1,6,8,26,6,18,2,1,7,1,9,N
5,7,4,7,26,1,11,18,0,4,10,14,18,32,18,0,0,6,7,2,21,11,2,20,22,33,N
8,9,5,4,32,2,6,14,0,6,18,14,21,30,15,0,0,4,6,5,20,8,2,21,19,35,N
3,0,5,3,10,1,4,9,1,14,7,8,18,3,4,0,7,5,24,8,11,3,0,8,0,4,N
4,6,7,0,7,3,104,8,0,0,6,5,4,86,16,0,0,1,0,1,3,1,0,2,19,5,N
4,2,4,0,7,4,18,14,0,2,30,16,4,83,13,0,0,3,1,5,7,2,1,17,64,16,N
4,5,0,0,11,1,17,7,0,1,33,22,5,83,11,0,0,3,0,4,4,5,1,20,61,18,N
3,2,0,0,11,0,13,6,0,2,30,23,5,94,14,0,0,1,0,3,5,2,1,18,60,15,N
2,4,15,0,7,2,104,7,0,0,4,7,3,92,18,0,1,2,0,1,4,1,0,2,22,4,N
