@relation NoLatd8_sum

@attribute RCC1 numeric
@attribute RCC2 numeric
@attribute RCC3 numeric
@attribute RCC4 numeric
@attribute RCC5 numeric
@attribute RCC6 numeric
@attribute RCC7 numeric
@attribute RCC8 numeric
@attribute RCC9 numeric
@attribute RCC10 numeric
@attribute RCC11 numeric
@attribute RCC12 numeric
@attribute RCC13 numeric
@attribute RCC14 numeric
@attribute RCC15 numeric
@attribute RCC16 numeric
@attribute RCC17 numeric
@attribute RCC18 numeric
@attribute RCC19 numeric
@attribute RCC20 numeric
@attribute RCC21 numeric
@attribute RCC22 numeric
@attribute RCC23 numeric
@attribute RCC24 numeric
@attribute RCC25 numeric
@attribute RCC26 numeric
@attribute Class {P,N}

@data

2,0,0,2,1,0,0,4,3,4,0,0,0,0,2,0,2,9,2,0,1,1,0,1,0,0,N
2,1,3,3,8,0,4,2,1,11,10,3,11,0,1,0,2,9,5,12,9,7,4,16,3,4,N
1,0,0,5,1,0,0,0,4,12,5,0,3,0,0,0,15,3,15,4,5,2,0,2,1,1,N
4,2,0,3,13,1,3,4,1,28,10,15,13,5,3,0,3,13,12,16,22,9,4,34,3,14,N
0,0,11,2,0,1,1,3,3,6,1,7,4,0,2,0,7,2,8,1,4,0,1,5,2,1,N
0,0,0,2,1,0,0,9,8,4,0,1,1,1,3,2,7,5,8,5,6,0,3,1,0,1,N
0,0,0,0,0,0,0,7,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,N
0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,15,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0,0,0,0,0,6,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,1,N
0,0,0,0,0,0,0,15,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,N
0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N
0,0,5,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,1,0,N
0,0,6,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,1,0,N
0,0,0,0,3,0,0,0,4,1,4,0,1,1,0,0,8,12,7,2,5,0,0,1,1,2,N
0,0,0,0,2,0,0,12,0,3,1,6,1,0,1,0,1,3,1,5,1,0,1,11,0,5,N
2,0,1,0,2,0,1,7,1,8,4,5,6,3,2,0,2,15,4,12,17,4,5,18,4,9,N
1,1,0,1,4,0,0,7,0,5,2,6,3,0,9,0,1,0,2,0,4,3,2,3,1,8,N
2,0,0,0,4,1,0,2,0,3,2,4,4,0,6,0,1,5,7,2,5,2,1,5,0,4,N
0,0,0,2,3,0,0,7,0,6,0,3,2,0,4,0,0,1,7,0,0,0,0,1,0,0,N
0,0,0,0,7,1,4,15,0,2,4,10,2,3,2,0,1,7,6,10,10,3,1,16,8,2,N
2,2,19,0,8,7,78,7,0,2,3,8,3,46,15,0,0,0,0,1,2,1,0,0,13,4,N
7,12,50,0,1,11,65,11,0,0,2,0,1,27,9,0,0,0,0,0,0,0,0,0,3,6,N
3,0,0,0,14,0,1,2,0,1,0,2,3,2,2,0,0,0,0,1,0,1,0,4,1,10,N
0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,2,1,0,0,N
9,4,1,11,18,3,6,12,1,8,16,22,15,8,8,0,0,5,5,13,22,7,3,17,1,12,N
13,5,2,6,21,2,5,12,0,6,12,21,11,10,11,0,0,6,9,14,23,5,3,21,3,14,N
13,8,2,5,14,1,6,19,1,11,16,24,20,7,12,0,3,8,16,14,27,5,4,29,7,13,N
0,0,0,0,0,0,0,8,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,N
13,5,0,9,23,1,6,18,0,12,16,26,19,2,9,0,2,13,20,28,35,7,6,22,3,14,N
0,0,1,0,0,0,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,N
2,1,0,2,15,0,1,12,0,13,10,7,12,5,1,0,4,8,17,1,19,1,4,2,0,6,N
1,0,1,5,18,0,3,13,0,11,13,17,11,3,0,0,1,3,3,8,7,4,2,12,2,4,N
14,9,0,7,62,7,9,32,1,27,37,52,46,14,23,0,1,19,26,61,57,22,9,90,29,55,N
9,3,0,4,37,0,1,10,0,13,10,8,15,2,8,0,2,8,15,5,16,3,3,2,0,15,N
