@relation Latd8_sum

@attribute RCC1 numeric
@attribute RCC2 numeric
@attribute RCC3 numeric
@attribute RCC4 numeric
@attribute RCC5 numeric
@attribute RCC6 numeric
@attribute RCC7 numeric
@attribute RCC8 numeric
@attribute RCC9 numeric
@attribute RCC10 numeric
@attribute RCC11 numeric
@attribute RCC12 numeric
@attribute RCC13 numeric
@attribute RCC14 numeric
@attribute RCC15 numeric
@attribute RCC16 numeric
@attribute RCC17 numeric
@attribute RCC18 numeric
@attribute RCC19 numeric
@attribute RCC20 numeric
@attribute RCC21 numeric
@attribute RCC22 numeric
@attribute RCC23 numeric
@attribute RCC24 numeric
@attribute RCC25 numeric
@attribute RCC26 numeric
@attribute Class {P,N}

@data

2,0,3,2,1,0,0,3,3,4,0,0,0,1,0,0,2,9,2,0,1,1,0,0,0,0,N
1,2,6,1,10,1,25,11,0,0,7,4,6,43,15,0,0,0,0,0,0,0,0,4,9,32,N
2,0,0,2,10,0,1,1,1,11,5,9,3,1,1,0,1,5,12,10,14,5,1,8,0,4,N
2,0,8,1,0,1,0,4,2,2,1,0,2,0,1,0,2,2,8,2,1,1,1,1,0,0,N
0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,12,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,N
0,0,8,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,3,0,N
0,1,0,2,1,0,0,0,2,1,4,3,1,1,0,0,1,6,3,6,7,2,0,8,2,1,N
1,0,0,7,7,0,9,6,2,12,27,5,0,15,6,0,1,13,7,9,26,4,1,8,12,6,N
1,1,6,15,9,1,5,3,7,16,4,3,6,3,0,0,10,38,14,12,47,3,0,6,23,12,N
0,0,1,0,0,0,0,2,2,9,1,2,3,0,2,0,3,5,12,4,7,3,1,4,0,8,N
1,0,5,2,2,0,2,4,0,3,3,1,5,1,2,0,11,4,11,4,4,4,1,1,0,5,N
0,0,0,4,1,0,2,4,2,11,1,1,4,0,1,2,12,3,12,2,6,2,2,5,1,4,N
0,0,0,0,1,0,0,1,1,5,2,0,4,0,0,0,5,6,2,6,5,2,0,6,0,12,N
0,0,0,0,0,0,0,2,0,1,0,2,0,0,1,1,8,0,4,2,4,3,2,0,0,0,N
0,0,1,0,0,0,0,4,1,3,2,2,1,0,2,0,4,3,3,2,4,1,0,4,0,1,N
0,0,2,0,1,0,0,1,0,0,1,0,0,0,4,0,0,0,0,0,0,1,0,0,0,10,N
6,0,10,3,3,0,3,4,0,6,5,5,6,5,4,1,3,11,1,6,13,2,0,6,15,2,N
2,0,7,3,8,0,0,2,2,7,7,6,1,5,2,0,2,11,6,6,17,1,2,7,13,2,N
6,0,3,2,5,1,2,5,3,1,5,5,1,3,2,0,1,9,3,10,24,4,0,8,20,3,N
1,1,1,1,1,1,7,8,2,3,4,9,5,6,1,0,4,9,5,10,15,2,0,5,16,3,N
7,2,1,4,5,1,2,9,1,2,9,6,1,5,2,0,1,10,3,8,21,7,0,6,18,2,N
2,0,0,10,11,0,11,0,7,35,33,7,7,10,0,1,7,38,9,17,63,10,0,7,37,2,N
2,0,0,13,9,0,12,0,10,17,24,5,1,10,1,2,5,45,11,10,60,9,2,11,29,3,N
17,4,5,66,83,2,11,6,43,198,100,41,77,31,12,6,104,142,143,89,230,42,21,25,51,88,N
0,0,0,0,0,0,0,0,5,15,5,2,11,1,1,0,4,3,14,4,9,3,2,4,6,9,N
0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0,1,0,2,2,0,0,0,1,0,10,N
0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,4,N
0,0,0,0,1,0,1,0,0,2,2,2,3,0,1,0,1,11,10,8,3,2,1,1,0,8,N
3,0,1,31,19,1,5,2,13,68,50,15,28,4,4,4,27,37,44,37,79,27,5,17,15,25,N
2,2,3,29,20,1,7,5,7,50,37,17,22,8,3,4,31,39,53,44,66,25,8,21,12,25,N
2,1,1,19,16,2,1,3,9,67,35,17,24,11,4,4,22,29,26,32,66,16,4,18,13,23,N
7,1,5,31,22,1,3,4,12,52,49,17,27,7,4,2,18,34,39,38,71,20,2,13,7,18,N
0,0,4,0,0,0,0,5,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,N
1,1,2,18,15,0,4,5,11,74,38,17,24,4,2,3,29,44,35,43,62,27,5,10,13,18,N
0,0,1,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,N
5,1,0,13,18,0,9,13,4,19,20,12,17,6,3,0,0,6,4,9,27,3,1,4,14,18,N
36,3,1,75,91,6,41,16,25,106,128,51,77,44,20,2,20,85,57,62,138,39,12,38,62,81,N
19,5,5,63,107,2,30,12,38,116,128,49,80,37,24,0,19,95,69,64,131,40,15,37,69,147,N
4,2,5,25,35,0,5,5,7,67,17,4,35,3,3,1,12,16,25,22,33,11,6,0,2,40,N
1,1,0,4,4,0,2,2,1,12,8,7,8,1,2,0,6,3,4,5,13,7,1,2,2,7,N
